ticker,company_name,sector,quantity,buy_price,current_price
META14,Meta Platforms Inc,Technology,31,142.53,192.62
LOW3,Lowe's Cos Inc,Consumer Discretionary,21,312.45,479.31
GS3,Goldman Sachs Group Inc,Financials,17,71.39,89.47
AVGO5,Broadcom Inc,Technology,57,402.86,533.32
LLY5,Eli Lilly and Co,Healthcare,28,119.43,139.12
VICI,VICI Properties Inc,Real Estate,37,125.63,172.13
TTWO3,Take-Two Interactive Software Inc,Communication Services,45,225.54,315.33
ATVI3,Activision Blizzard Inc,Communication Services,57,294.57,308.54
FOXA,Fox Corp Class A,Communication Services,24,146.55,153.59
AMD8,AMD Inc,Technology,26,377.01,518.12
DIS5,Walt Disney Co,Consumer Discretionary,9,160.02,220.83
TXN10,Texas Instruments Inc,Technology,93,454.57,570.4
ORLY6,O'Reilly Automotive Inc,Consumer Discretionary,36,166.73,260.0
ICE4,Intercontinental Exchange Inc,Financials,5,94.53,144.79
MU9,Micron Technology Inc,Technology,38,490.07,661.32
LRCX7,Lam Research Corp,Technology,40,384.14,531.61
AAPL10,Apple Inc,Technology,315,477.07,558.52
MSFT6,Microsoft Corp,Technology,29,313.56,435.74
GOOGL12,Alphabet Inc,Technology,7,142.59,209.47
ABT7,Abbott Laboratories,Healthcare,54,394.73,556.57
NKE,Nike Inc,Consumer Discretionary,27,244.0,334.33
NVDA8,NVIDIA Corp,Technology,11,370.21,535.19
GS4,Goldman Sachs Group Inc,Financials,126,141.11,186.99
VLO,Valero Energy Corp,Energy,25,150.87,168.16
PPG2,PPG Industries Inc,Materials,50,207.62,230.42
EA2,Electronic Arts Inc,Communication Services,29,310.65,322.91
ADBE9,Adobe Inc,Technology,21,353.52,514.62
ETN6,Eaton Corp plc,Industrials,48,242.46,306.36
INTC6,Intel Corp,Technology,47,279.53,346.91
AMD9,AMD Inc,Technology,22,116.25,153.28
QCOM7,Qualcomm Inc,Technology,15,438.41,620.63
TXN11,Texas Instruments Inc,Technology,59,115.98,166.03
FDX,FedEx Corp,Industrials,9,217.58,303.3
AMAT9,Applied Materials Inc,Technology,60,320.06,450.7
MU10,Micron Technology Inc,Technology,52,482.8,653.04
YUM3,Yum! Brands Inc,Consumer Discretionary,5,244.65,318.18
